imageId,grade,lessonId,caption,reviewStatus,captionMatch,targetEventIds,targetEventTitles,relationTypes,confidences,reviewReason,changedFromOriginalDecision,originalDecisionStatus,originalDecisionEventId,webSourceGroups,duplicateOf
grade_10:12126:img_03,10,12126,"** Hình 2. ** Bìa sách * Đại Việt sử ký toàn thư * (bản dịch, xuất bản năm 1998)",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12126:img_04,10,12126,** Hình 3. ** Trang bìa của một bộ sách về lịch sử Việt Nam,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12126:img_05,10,12126,** Hình 4. ** Lễ hội truyền thống tại Ta-lin (Ét-tô-ni-a),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12128:img_01,10,12128,** Hình 1. ** Một góc quần thể danh thắng Tràng An (Ninh Bình),approved,True,trang-an-duoc-ghi-danh-di-san-the-gioi,Tràng An Di sản thế giới,direct,high,Ảnh trực tiếp là Quần thể danh thắng Tràng An.,False,approved,trang-an-duoc-ghi-danh-di-san-the-gioi,trang_an,
grade_10:12128:img_02,10,12128,"** Hình 3. ** Một trang trong sách Hoàng Việt văn tuyển khắc in lại tác phẩm * Bình Ngô đại cáo * của Nguyễn Trãi, tổng kết về cuộc khởi nghĩa chống quân Minh của Đại Việt (đầu thế kỉ XV)",approved,True,khoi-nghia-lam-son,Khởi nghĩa Lam Sơn,strong_contextual,high,"Ảnh là văn bản Bình Ngô đại cáo, gắn trực tiếp với thắng lợi và kết thúc khởi nghĩa Lam Sơn.",False,approved,khoi-nghia-lam-son,,
grade_10:12128:img_03,10,12128,** Hình 4. ** Trang bìa một số tác phẩm của các ngành khoa học tự nhiên,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12128:img_04,10,12128,** Hình 5. ** Bảo tàng ảo 3D (chuyên đề Bảo vật quốc gia) tại Bảo tàng Lịch sử quốc gia,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12128:img_05,10,12128,,no_suitable_event,unknown,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12137:img_01,10,12137,** Hình 1. ** Cung điện Véc-xây (Pháp) — Di sản văn hoá thế giới,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12137:img_02,10,12137,** Hình 2. ** Quần thể di tích Cố đô Huế – Di sản văn hoá thế giới,approved,True,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,Phê duyệt Chiến lược CNVH Việt Nam,strong_contextual,medium,Cố đô Huế là tài nguyên di sản văn hóa tiêu biểu cho du lịch văn hóa.,False,approved,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,cultural_industry,
grade_10:12137:img_03,10,12137,** Hình 3. ** Vịnh Hạ Long (Quảng Ninh) – Di sản thiên nhiên thế giới,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12137:img_04,10,12137,** Hình 4. ** Nghệ nhân các phường Xoan (Phú Thọ) giao lưu Hát Xoan – Di sản văn hoá phi vật thể đại diện của nhân loại có sự tham gia của học sinh,approved,True,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,Phê duyệt Chiến lược CNVH Việt Nam,strong_contextual,medium,"Hát Xoan là hoạt động nghệ thuật biểu diễn và di sản văn hóa, phù hợp làm ảnh minh họa lĩnh vực văn hóa.",True,deferred,,cultural_industry,
grade_10:12137:img_05,10,12137,** Hình 5. ** Hang Sơn Đoòng thuộc Vườn quốc gia Phong Nha – Kẻ Bàng (Quảng Bình) – Di sản thiên nhiên thế giới với hai lần được ghi danh,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12137:img_06,10,12137,** Hình 7. ** Biểu diễn nhạc cụ dân tộc trong lễ hội đầu xuân (tại Ninh Bình),no_suitable_event,False,,,,,"File ảnh thực tế là poster phim Spartacus, không khớp caption về biểu diễn nhạc cụ dân tộc; không có event phù hợp.",True,approved,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,,
grade_10:12137:img_07,10,12137,,approved,True,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,Phê duyệt Chiến lược CNVH Việt Nam,strong_contextual,medium,Hoàng thành Thăng Long là tài nguyên di sản văn hóa tiêu biểu cho du lịch văn hóa.,False,approved,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,cultural_industry,
grade_10:12137:img_08,10,12137,,approved,True,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,Phê duyệt Chiến lược CNVH Việt Nam,strong_contextual,medium,"Khu khảo cổ 18 Hoàng Diệu là tài nguyên di sản văn hóa, phù hợp minh họa khai thác giá trị di sản.",False,approved,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,cultural_industry,
grade_10:12138:img_01,10,12138,** Hình 1. ** Tấm bia đá Nam-mơ mô tả về chiến thắng của vua Nam-mơ trong cuộc chiến tranh thống nhất Ai Cập,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12138:img_02,10,12138,** Hình 2. ** Một hình ảnh trong Sách của người chết của Ai Cập cổ đại,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12138:img_03,10,12138,"** Hình 3. ** Bia đá Rô-sét-ta (niên đại 196 TCN) được phát hiện ở Mem-phít, hiện lưu giữ tại Bảo tàng quốc gia Anh • Kiến trúc và điêu khắc",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12138:img_04,10,12138,** Hình 4. ** Tượng Nhân sư và quần thể kim tự tháp ở Ghi-da,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12138:img_05,10,12138,** Hình 5. ** Nắp quan tài bằng vàng của pha-ra-ông Tu-tan-kha-môn,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12138:img_06,10,12138,** Hình 6. ** Đến Ma-ha-bô-đi ở Bi-ha,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12138:img_07,10,12138,** Hình 7. ** Kí tự trên con dấu bằng đất nung được phát hiện trong di chỉ thuộc văn minh sông Ấn,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12138:img_08,10,12138,** Hình 8. ** Chùa hang trong quần thể A-gian-ta,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12138:img_09,10,12138,** Hình 9. ** Lăng Ta-giơ Ma-han ở A-gra,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12138:img_10,10,12138,** Hình 10. ** Chữ giáp cốt (nguồn gốc của chữ Hán ngày nay),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12138:img_11,10,12138,** Hình 11. ** Một đoạn của Vạn Lý Trường Thành,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12138:img_12,10,12138,** Hình 12. ** Tượng binh sĩ bằng đất nung trong lăng mộ Tần Thuỷ Hoàng (tỉnh Thiểm Tây),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_01,10,12141,** Hình 1. ** Bảo tàng Ô-lim-pic Nhật Bản,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_02,10,12141,** Hình 2. ** Tượng Ốc-ta-vi-út – người mở đầu thời kì đế chế La Mã (cuối thế kỉ I TCN),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_03,10,12141,** Hình 3. ** Bảng chữ số La Mã,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_04,10,12141,** Hình 4. ** Đền Pác-tê-nông xây dựng vào thế kỉV TCN trên đồi Ác-cô-pô-lit (A-ten),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_05,10,12141,** Hình 5. ** Tượng thần Vệ Nữ hiện được trưng bày tại Bảo tàng Lu-vơ-rơ (Pháp),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_06,10,12141,** Hình 6. ** Bình gốm Hy Lạp có trang trí hình vẽ một cảnh trong thần thoại,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_07,10,12141,** Hình 7. ** Tượng Pi-ta-go và mô phỏng định lí do ông,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_08,10,12141,** Hình 8. ** Mô hình mô phỏng máy bắn đá của người Hy Lạp cổ đại phát minh ra được dựng trên đảo Xa-mốt (Hy Lạp),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_09,10,12141,** Hình 9. ** Tượng Đức Mẹ sau bi của Mi-ken-lăng-giơ,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_10,10,12141,"** Hình 10. ** Bức tranh Trường học A-ten của Ra-pha-en, trong đó có sự hiện diện của các học giả Hy Lạp cổ đại",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12141:img_11,10,12141,** Hình 11. ** Vương cung Thánh đường Thánh Phê-rô (I-ta-li-a),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_01,10,12143,** Hình 1. ** Máy bay đang cất cánh,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_02,10,12143,** Hình 2. ** Lược đồ các tài nguyên khoáng sản chính của nước Anh thế kỉ XVIII,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_03,10,12143,** Hình 3. ** Tàu buôn nô lệ của thực dân Anh ở Tây Phi (tranh vẽ),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_04,10,12143,** Hình 4. ** Hiện tượng “rào đất cướp ruộng để chăn nuôi cừu ở Anh (tranh vẽ),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_05,10,12143,,no_suitable_event,unknown,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_06,10,12143,,no_suitable_event,unknown,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_07,10,12143,"** Hình 12. ** Quá trình luyện thép theo phương pháp lò cao (Hen-ri Bê-sê-mo, 1856)",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_08,10,12143,"** Hình 13. ** Điện thoại (A-lếch-xan Gra-ham Beo, 1876)",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_09,10,12143,** Hình 14. ** Chân dung Tô-mát Ê-đi-xơn và phát minh của ông (1879) được in trên một con tem bưu chính ở I-ta-li-a,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_10,10,12143,"** Hình 15. ** Máy vô tuyến điện (Gu-li-ê-li-nô Mác-cô-ni, 1897)",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_11,10,12143,"** Hình 16. ** Xe hơi Mô-đen T (Công ti Pho Mô-tô, 1908)",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_12,10,12143,** Hình 17. ** Máy bay của anh em nhà Rai thực hiện chuyến bay thử nghiệm (1903),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_13,10,12143,"** Hình 18. ** Đường sắt nối hai thành phố Li-vơ-pun và Man-chét-xtơ của Anh (1831, tranh vẽ)",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_14,10,12143,** Hình 19. ** Tàu chiến của Anh (1896),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12143:img_15,10,12143,** Hình 20. ** Phụ nữ làm việc tại nhà máy dệt ở Bô-xtơn – Mỹ (1910),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_01,10,12145,,approved,True,ro-bot-xophia-duoc-cap-quyen-cong-dan,Xô-phi-a được cấp quyền công dân,direct,high,"Ảnh trực tiếp là robot Sophia, khớp đúng sự kiện được cấp quyền công dân.",False,approved,ro-bot-xophia-duoc-cap-quyen-cong-dan,,
grade_10:12145:img_02,10,12145,** Hình 2. ** Tượng An-be Anh-xtanh ở Bảo tàng I-xtan-bun (Thổ Nhĩ Kỳ),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,approved,ro-bot-xophia-duoc-cap-quyen-cong-dan,,
grade_10:12145:img_03,10,12145,"** Hình 5. ** Máy tính Mắc-xin-tốt – máy tính đầu tiên của hãng Áp-pổ (do Stip Giúp giới thiệu, 1984)",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_04,10,12145,** Hình 6. ** Con tem có hình ảnh Tim Béc-nơ và phát minh Mạng lưới toàn cầu (World Wide Web) của ông (1990),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_05,10,12145,** Hình 7. ** Kết nối các thiết bị qua mạng không dây (wifi) – phát minh của một nhóm các nhà khoa học và công nghệ do Giôn Su-li-van đứng đầu và được cấp bằng sáng chế (1996),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_06,10,12145,"** Hình 8. ** Các cánh tay rô-bốt đang làm việc trong dây chuyển sản xuất, lắp ráp ô tô",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_07,10,12145,** Hình ** ** 9. ** Rô-bốt ASIMO do công tỉ Hon-đã chế tạo (2000),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_08,10,12145,** Hình 10. ** Vệ tinh nhân tạo Xpút-ních 1 do Liên Xô phóng lên quỹ đạo (1957),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_09,10,12145,** Hình 11. ** Nhà du hành không gian Neo Am-strong (Mỹ) – người đầu tiên đặt chân lên Mặt Trăng (1969),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_10,10,12145,** Hình 12. ** “Kết nối vạn vật” thông qua internet,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12145:img_11,10,12145,** Hình 13. ** Rô-bốt có gắn “trí tuệ nhân tạo”,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
